trade_date,stock_code,open,close,high,low,volume,turnover,pct_change
2020-07-08,1,21.120990830374147,20.8248193142726,20.89698097804601,20.40699532638578,9404991,9.429352023713314,1.1026720647641306
2020-07-09,1,20.383263090442632,20.450101292628485,20.65016834934057,20.00991208108275,8470043,5.288035754165097,-1.7993818625225546
2020-07-10,1,20.552159041089,20.710041800483825,20.847000134799917,20.43366198276629,379215,9.517406585218469,1.2710964319234703
2020-07-13,1,21.01032181499453,20.64959441698208,21.22279919522108,20.48259057331935,2943236,8.41190306775622,-0.2918747537261267
2020-07-14,1,20.5082911600075,20.495439247998767,21.02911997541209,20.20822216837933,7479933,3.943097564850377,-0.7465287979532282
2020-07-15,1,20.136396462427616,20.13860857854996,20.440496328187944,20.09693736266288,8761957,8.704593502317852,-1.7410247476576972
2020-07-16,1,19.743683679761677,20.00096319239772,20.03777128966664,19.971827372627683,6253973,1.5456011999105943,-0.6834900515363883
2020-07-17,1,19.912350996740667,20.229422913814798,20.66307843073698,19.841907276366676,6135218,9.287948165758635,1.1422435970679303
2020-07-20,1,20.940513053298307,20.657825695915868,21.04417562239788,20.520046494845023,2060584,6.500613393287471,2.117721221837316
2020-07-21,1,20.97685953771485,20.881528530720395,21.48952848214363,20.71790173969629,6323754,1.016712110961956,1.0828963226693915
2020-07-22,1,21.307899677805803,21.457393696725227,21.81720408876148,21.38849266986685,5685709,6.620438874682709,2.7577730488342107
2020-07-23,1,22.27541001851963,22.55350719609499,22.78111294393965,22.179982983598222,9904815,9.755352714375183,5.108325432538665
2020-07-24,1,22.46366149596855,22.413905065204585,22.76290415420413,22.09818718297308,678688,1.1631062188389747,-0.6189819156577865
2020-07-27,1,22.403294844995603,22.328343695662863,22.98430351583365,21.93699993799731,4326156,5.76953324291082,-0.3817334341910099
2020-07-28,1,21.43773198128599,21.69196739117389,22.14513152654224,21.59459882154836,5855892,7.604046322714038,-2.850082895367596
2020-07-29,1,22.52731929897768,22.21505931761922,22.662899010541445,21.70169305492557,8083372,8.197456573645548,2.411454512227281
2020-07-30,1,22.41991232496652,22.799047381534727,22.963666710575435,22.27903011906769,8227747,4.431360920547561,2.628793628528975
2020-07-31,1,22.28148401970239,22.4104849697794,22.91041976107787,21.988678252887333,4327995,2.4395823120983087,-1.7042923120991065
2020-08-03,1,22.857786782312115,22.69404073297132,23.20484171673632,22.17004179941054,7437694,0.9022516483376464,1.26528169102229
2020-08-04,1,23.04315656760989,23.253254030022745,23.47459407024281,22.947013443514127,9021334,6.007398492423635,2.4641415939602207
2020-08-05,1,23.671720159851542,23.36546877852518,23.70453479197916,22.75877744669966,4052255,4.802655167542302,0.4825765389977496
2020-08-06,1,23.99652877077041,23.76847705347368,23.97854523023984,23.283732906131775,3917242,9.513071753922254,1.724802865153278
2020-08-07,1,24.134546465682718,23.858717885263896,24.04388902391453,23.79676492964755,5090488,1.0757466232916428,0.3796660239829426
2020-08-10,1,22.930455970529685,23.28522354894743,23.303313422491385,22.87253404612475,339968,7.011255762737054,-2.4037097847184783
2020-08-11,1,23.438970449569684,23.780894888226044,23.984372603840697,23.601278062492028,8777571,0.7371791101405432,2.1286947846417315
2020-08-12,1,24.20971542208693,24.41827312573776,24.82408281192513,23.768841455561702,2692536,2.128624678750156,2.680211323028402
2020-08-13,1,24.802224757933583,24.7843035599432,24.785494089491348,24.224845870758525,5604381,4.809000499266924,1.4990021297600913
2020-08-14,1,24.559864081681727,24.318607853259454,24.52523266833126,24.178055264582213,619165,4.821288206627248,-1.8789945239228407
2020-08-17,1,24.28308929701693,23.96055067849865,24.59412298658416,23.790186085662864,4514084,7.0141551578696175,-1.4723588493278568
2020-08-18,1,23.617495841609927,23.42602527059838,23.843230073295786,22.99462746170153,3540866,9.147023831243688,-2.23085610624106
2020-08-19,1,24.201721255089865,23.793803260010108,24.227704313367816,23.761251125778237,3978363,6.570805509691748,1.5699547198615869
2020-08-20,1,24.63759461449124,24.40453761605084,24.69985519670048,24.33911613961116,1127557,9.558583429589332,2.566779044807804
2020-08-21,1,24.42826678938374,24.61904678754709,25.118669768080448,24.59120319890325,7535697,8.875348578840978,0.8789724881129014
2020-08-24,1,24.853774246107683,25.08953429301401,25.23249403256512,24.65893367304212,5998885,6.052748057542507,1.9110711699240197
2020-08-25,1,24.85522440721939,24.661686935680606,25.267437261199067,24.067937278577887,7701723,8.42102353372886,-1.7052821799587492
2020-08-26,1,24.43708149663301,24.74102942857021,24.827639697080052,24.463923940655903,8046155,6.604487298074523,0.3217237048566189
2020-08-27,1,23.67846719519047,24.070611334847506,24.54432194413716,23.842980251166317,5788238,1.246299393775408,-2.7097421134325934
2020-08-28,1,23.736843218953457,23.70628782911256,23.94890935243024,23.08431196567863,9694731,7.535364870965345,-1.5135614989865174
2020-08-31,1,24.440449938430167,24.13000147628612,24.671126148797065,23.97543653535656,6803560,1.401630192039789,1.7873470963817917
2020-09-01,1,23.638592207066583,24.021612160000476,24.417799084895343,23.3139788630384,1885559,6.143786415412268,-0.4491890163876192
2020-09-02,1,24.897180743055337,24.6098447367111,24.943814878005323,24.22794551458396,8797057,7.175081955653174,2.448763941373268
2020-09-03,1,25.192111441730805,24.88200993344052,25.00847703019547,24.382640131143773,633634,1.1320122780031248,1.1059200073839914
2020-09-04,1,26.231620457834403,26.250232922900437,26.75173427593344,26.045719767890027,4032747,2.692549212302052,5.498844318123483
2020-09-07,1,25.84149583642001,26.3073352804094,27.076643193172185,25.764952261562023,8678845,9.198886206485671,0.2175308603038935
2020-09-08,1,25.24235412082989,25.575251982915947,26.20870245181461,25.44236843094773,8202873,6.354987676212516,-2.7828105343630973
2020-09-09,1,25.777378752070064,25.565262465400657,25.61128622120903,25.25460885430025,9344655,2.83971717870005,-0.0390593121896169
2020-09-10,1,25.29299728361395,25.08053709936702,25.36361814582281,24.925459143764456,4723636,7.061457825906063,-1.8960312521322529
2020-09-11,1,25.98579408400288,25.578225245759867,26.288468366541377,25.57004581877044,7656855,6.169375989636052,1.984360001626147
2020-09-14,1,25.692069228149823,25.60737422423051,25.99382310907607,25.36089685501253,5434233,5.2649691492205095,0.1139601289400458
2020-09-15,1,25.160669642518695,25.5447530206805,26.05215751255076,25.53321980713306,1506368,9.773776262386797,-0.2445436341956322
2020-09-16,1,25.103007636304618,25.48899782226972,26.18683510424123,24.74637815982492,6941300,6.992810885371335,-0.2182647777633192
2020-09-17,1,26.10291906642289,25.874055431544544,26.552313799215945,25.360305352767764,9334082,4.066690541845171,1.510681635895477
2020-09-18,1,25.323269439815626,25.64767699056668,26.03379279754112,24.961232251605846,5885267,8.100697604730247,-0.8749244646893384
2020-09-21,1,25.875112231512148,26.053961736569324,26.396034337277094,25.477365363840352,1324744,8.903541282751284,1.584099589807216
2020-09-22,1,26.59299354697088,26.606603349349395,26.87774535216704,26.47800397646717,6070226,1.6895953154098984,2.121142336692634
2020-09-23,1,25.93005426417027,26.43252075362303,27.00268564423288,25.66517669246104,4962894,2.405253289530032,-0.6542834252107624
2020-09-24,1,25.690160732164703,25.95089558022652,26.174322514206207,25.577345104253936,2231018,2.554156586713907,-1.822093238422956
2020-09-25,1,25.597781022939376,25.692442661015797,25.885049351013524,25.358797035176064,8310710,7.066512189172133,-0.9959306352712436
2020-09-28,1,25.835287692655644,26.065039212636265,26.343609236806618,25.721880835523788,3589429,6.228875773006192,1.4502184807279073
2020-09-29,1,25.741132216069808,26.121068032666447,26.25993942938076,25.70989400771839,6988260,6.380419864636588,0.214957743102194
2020-09-30,1,26.699379521431933,26.45806895981375,27.009814800582536,26.29186172387068,6578443,9.43734634705026,1.2901498772020152
2020-10-01,1,27.74208066601588,27.398884804782465,27.90541400167348,26.68668621241411,394746,7.871159561669407,3.555874944606457
2020-10-02,1,27.266562283673508,27.53366195922809,27.93252438899949,26.964191777205688,5810754,1.7154007828619402,0.4919074458902657
2020-10-05,1,27.39389405759561,27.096462159538035,27.41375559076762,26.78408822598646,5532019,3.80131728303922,-1.5878737827807223
2020-10-06,1,27.550935531148127,27.677639820075804,28.432460989162344,27.42102771693614,4452892,4.636239638669489,2.1448470177247527
2020-10-07,1,27.7217857597568,27.714374059412364,27.738588483548785,27.218964462043814,1802159,4.261635093102246,0.1327217189592707
2020-10-08,1,28.60793347657477,28.20627490911964,28.857084842562628,28.10081553687459,3857985,6.858431787037852,1.7748943153209062
2020-10-09,1,29.104315253617283,28.81620657644286,29.59589495242647,28.31090868565969,3902177,8.972984480937344,2.1623970881954766
2020-10-12,1,28.61720432918744,28.272151930113488,28.65073406464383,27.76560781413368,8612558,3.407488903466486,-1.8880161928535577
2020-10-13,1,28.639917087988707,29.062078458437835,29.5422047665209,28.221783852908047,1253224,5.742832796001263,2.7940092083438866
2020-10-14,1,29.087492889989697,29.596891590269617,30.435487271705345,29.198346953909684,2750235,7.999389508179064,1.8402439199131184
2020-10-15,1,29.708553544238654,29.248296812880408,29.43455948609355,28.99267913380591,4840039,4.454071559030819,-1.1778087449690575
2020-10-16,1,29.30309900105501,29.435163666372333,29.894471297566117,28.653163938565086,8399350,2.0971222197933104,0.6388982397417051
2020-10-19,1,29.344301565097005,29.59541310733657,30.016900143380767,28.97873298078308,9793374,5.012034170005609,0.5444149819602135
2020-10-20,1,29.884663425303607,29.618457169979266,29.84805291719884,29.42409222361086,2403554,1.0246139470587703,0.0778636289316739
2020-10-21,1,30.54947193484773,30.143837649801164,30.88410389292896,29.57042900192754,4120120,9.45264281302163,1.7738279776247856
2020-10-22,1,31.469198368308028,31.019429517220107,31.85658243450733,30.31367774797664,3046862,1.210801449352244,2.9047126566670545
2020-10-23,1,30.80485973406765,31.033268136360363,31.761245838754068,30.728087595285217,2776517,4.665338794880492,0.0446127454812644
2020-10-26,1,32.31759083309973,31.868610058973932,32.05538461531825,31.10066462004367,4407086,5.533871980340999,2.691762655944171
2020-10-27,1,31.911090309810163,32.508023515059946,32.5926243155433,32.406259994742406,7431006,9.860386406729212,2.006405221008224
2020-10-28,1,32.08032485214621,32.66880570156359,33.262180149169296,31.792234734981925,9115828,2.077207324607177,0.49459231635281
2020-10-29,1,32.955744899359246,32.793718749491056,32.84988923503798,32.505019051963465,8429442,1.5870994268174063,0.3823618441046427
2020-10-30,1,31.48756275127748,32.04761877234348,32.694492799643655,31.56647059928452,6269912,0.582708397094164,-2.27513074332003
2020-11-02,1,30.877158686329484,31.095311991353466,31.590123189918845,30.973974566209943,8931924,1.977928650258372,-2.971536786414348
2020-11-03,1,31.422918996198888,31.207269292808785,31.82778127816368,30.38919733969711,3617741,2.469093301142842,0.360045596218677
2020-11-04,1,30.4826856532755,30.68240738891256,31.22564319209709,30.3859186089303,6268563,6.490518945039377,-1.681857835658736
2020-11-05,1,30.274257216079924,30.66728946598154,31.05618372771266,30.273571738306085,3556653,2.587214508718304,-0.0492722840792383
2020-11-06,1,30.083128791047454,30.34855651140151,30.531446485001613,29.87520110042963,5529219,0.6949477399285895,-1.0393254837001278
2020-11-09,1,29.22242097656405,29.27209533331804,29.540551595209344,28.82546808119908,575595,8.352874282273643,-3.546993009960993
2020-11-10,1,29.461023112068485,29.490058014209964,29.95408458507609,29.24409054843452,9954352,3.973159159537684,0.7446090838732679
